id,ucetni_rok,mesic,castka_hal,kategorie,popis_verejny,zdroj_id,obdobi_stav
518-2022-0001,2022,1,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0002,2022,1,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0003,2022,1,5000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0004,2022,1,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0005,2022,1,64583,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0006,2022,1,120400,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0007,2022,1,125500,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0008,2022,1,255400,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2022-0009,2022,1,365240,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0010,2022,1,8171225,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0011,2022,1,15170,Ostatní,"Hasiči (SDH) – výstroj, školení a pojištění",detail-518-2022-2025,uzavrene
518-2022-0012,2022,1,20000,Ostatní,"Hasiči (SDH) – výstroj, školení a pojištění",detail-518-2022-2025,uzavrene
518-2022-0013,2022,1,27000,Ostatní,Místní rozhlas a poplatky OSA,detail-518-2022-2025,uzavrene
518-2022-0014,2022,1,119790,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2022-0015,2022,1,430000,Ostatní,Daňový poradce,detail-518-2022-2025,uzavrene
518-2022-0016,2022,1,435600,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2022-0017,2022,1,496100,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2022-0018,2022,1,517275,Ostatní,Obecní knihovna – provoz a knihovní systém,detail-518-2022-2025,uzavrene
518-2022-0019,2022,1,714000,Ostatní,Pozemky – nájem a předpisy závazků,detail-518-2022-2025,uzavrene
518-2022-0020,2022,1,4000,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2022-0021,2022,1,120100,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2022-0022,2022,1,47200,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2022-0023,2022,1,120000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2022-0024,2022,1,190000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2022-0025,2022,1,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2022-0026,2022,1,202820,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2022-0027,2022,1,238891,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2022-0028,2022,1,1000000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2022-0029,2022,1,14520,Voda/kanalizace (provoz),Revize a údržba plynových přípojek,detail-518-2022-2025,uzavrene
518-2022-0030,2022,1,16200,Voda/kanalizace (provoz),Poštovné,detail-518-2022-2025,uzavrene
518-2022-0031,2022,1,318400,Voda/kanalizace (provoz),"Vodovod – přípojky, navrtací pasy a opravy",detail-518-2022-2025,uzavrene
518-2022-0032,2022,1,2820000,Voda/kanalizace (provoz),Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2022-0033,2022,1,105000,Zámek (budova),Zámek – statické posudky a dřevěné prvky,detail-518-2022-2025,uzavrene
518-2022-0034,2022,1,163800,Zámek (budova),Zámek – statické posudky a dřevěné prvky,detail-518-2022-2025,uzavrene
518-2022-0035,2022,1,210000,Zámek (budova),Revize a nákup hasicích přístrojů,detail-518-2022-2025,uzavrene
518-2022-0036,2022,1,3388000,Zámek (budova),Zámek – pronájem stavebního jeřábu,detail-518-2022-2025,uzavrene
518-2022-0037,2022,1,3500000,Zámek (budova),Zámek – ostatní práce a materiál,detail-518-2022-2025,uzavrene
518-2022-0038,2022,1,300000,ČOV / odpadní vody,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2022-0039,2022,2,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0040,2022,2,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0041,2022,2,5000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0042,2022,2,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0043,2022,2,58333,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0044,2022,2,62500,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0045,2022,2,92000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0046,2022,2,118120,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2022-0047,2022,2,7826225,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0048,2022,2,14520,Ostatní,"Hasiči (SDH) – výstroj, školení a pojištění",detail-518-2022-2025,uzavrene
518-2022-0049,2022,2,17000,Ostatní,"Obecní vozidla – provoz, pojištění a servis",detail-518-2022-2025,uzavrene
518-2022-0050,2022,2,735200,Ostatní,Kancelářský materiál a vybavení,detail-518-2022-2025,uzavrene
518-2022-0051,2022,2,5000,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2022-0052,2022,2,2613600,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2022-0053,2022,2,3267000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2022-0054,2022,2,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2022-0055,2022,2,208222,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2022-0056,2022,2,238891,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2022-0057,2022,2,158926,Voda/kanalizace (provoz),Vodovod – laboratorní rozbory,detail-518-2022-2025,uzavrene
518-2022-0058,2022,2,860000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2022-0059,2022,2,3388000,Zámek (budova),Zámek – pronájem stavebního jeřábu,detail-518-2022-2025,uzavrene
518-2022-0060,2022,2,6231500,Zámek (budova),Zámek – plynové kotle a revize komínů,detail-518-2022-2025,uzavrene
518-2022-0061,2022,3,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0062,2022,3,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0063,2022,3,5000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0064,2022,3,15000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0065,2022,3,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0066,2022,3,27136,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0067,2022,3,63807,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0068,2022,3,98500,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0069,2022,3,96745,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2022-0070,2022,3,376456,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0071,2022,3,556333,Odpady (svoz),Nebezpečný odpad,detail-518-2022-2025,uzavrene
518-2022-0072,2022,3,767300,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0073,2022,3,8002175,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0074,2022,3,101600,Ostatní,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2022-0075,2022,3,303202,Ostatní,Místní rozhlas a poplatky OSA,detail-518-2022-2025,uzavrene
518-2022-0076,2022,3,350000,Ostatní,"Geometrické plány, znalecké posudky a vklady do katastru",detail-518-2022-2025,uzavrene
518-2022-0077,2022,3,1089000,Ostatní,Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0078,2022,3,4000,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2022-0079,2022,3,5800,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2022-0080,2022,3,189000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2022-0081,2022,3,15600,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2022-0082,2022,3,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2022-0083,2022,3,204351,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2022-0084,2022,3,238891,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2022-0085,2022,3,18709600,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2022-0086,2022,3,126300,Zámek (budova),Zámek – ostatní práce a materiál,detail-518-2022-2025,uzavrene
518-2022-0087,2022,4,160,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0088,2022,4,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0089,2022,4,5000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0090,2022,4,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0091,2022,4,38188,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0092,2022,4,52000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0093,2022,4,117500,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0094,2022,4,-200000,Geometr./znalecké/KN,"Geometrické plány, znalecké posudky a vklady do katastru",detail-518-2022-2025,uzavrene
518-2022-0095,2022,4,108890,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2022-0096,2022,4,382030,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0097,2022,4,7688225,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0098,2022,4,27000,Ostatní,Místní rozhlas a poplatky OSA,detail-518-2022-2025,uzavrene
518-2022-0099,2022,4,506300,Ostatní,"Vodovod – přípojky, navrtací pasy a opravy",detail-518-2022-2025,uzavrene
518-2022-0100,2022,4,544460,Ostatní,Daňový poradce,detail-518-2022-2025,uzavrene
518-2022-0101,2022,4,580000,Ostatní,"Vodovod – přípojky, navrtací pasy a opravy",detail-518-2022-2025,uzavrene
518-2022-0102,2022,4,7200,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2022-0103,2022,4,1960200,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2022-0104,2022,4,101600,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2022-0105,2022,4,140000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2022-0106,2022,4,160000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2022-0107,2022,4,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2022-0108,2022,4,202520,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2022-0109,2022,4,238891,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2022-0110,2022,4,25700,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2022-0111,2022,4,166851,Voda/kanalizace (provoz),Vodovod – kalkulační výměr a výkazy,detail-518-2022-2025,uzavrene
518-2022-0112,2022,4,610000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2022-0113,2022,4,1110000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2022-0114,2022,4,300000,Zámek (budova),Zámek – lešení a pracovní plošina,detail-518-2022-2025,uzavrene
518-2022-0115,2022,4,460000,Zámek (budova),Zámek – plynové kotle a revize komínů,detail-518-2022-2025,uzavrene
518-2022-0116,2022,4,3388000,Zámek (budova),Zámek – pronájem stavebního jeřábu,detail-518-2022-2025,uzavrene
518-2022-0117,2022,4,9559000,Zámek (budova),Zámek – pronájem stavebního jeřábu,detail-518-2022-2025,uzavrene
518-2022-0118,2022,5,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0119,2022,5,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0120,2022,5,5000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0121,2022,5,11200,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0122,2022,5,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0123,2022,5,89000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2022-0124,2022,5,146395,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2022-0125,2022,5,386281,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0126,2022,5,1107060,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0127,2022,5,8171225,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2022-0128,2022,5,39600,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2022-0129,2022,5,200000,Ostatní,"Geometrické plány, znalecké posudky a vklady do katastru",detail-518-2022-2025,uzavrene
518-2022-0130,2022,5,260000,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2022-0131,2022,5,1815000,Ostatní,Kancelářský materiál a vybavení,detail-518-2022-2025,uzavrene
518-2022-0132,2022,5,2023100,Ostatní,Ostatní,detail-518-2022-2025,uzavrene
518-2022-0133,2022,5,1800,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2022-0134,2022,5,7000,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2022-0135,2022,5,3049200,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2022-0136,2022,5,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2022-0137,2022,5,132000,Telekomunikace / IT,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2022-0138,2022,5,248265,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2022-0139,2022,5,273986,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2022-0140,2022,5,121000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2022-0141,2022,5,254100,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2022-0142,2022,5,423500,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2022-0143,2022,5,1274000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2022-0144,2022,5,675000,Voda/kanalizace (provoz),Kanalizace – deratizace a kontrola,detail-518-2022-2025,uzavrene
